algoritmo,alcance,set_features,sin_seleccion,n_features,balanceo,config_ganadora,f1_macro_cv,accuracy_D2,precision_macro,recall_macro,f1_macro,f1_weighted,n_test,tiempo_s,alcance_tiempo_s,tiempo_entrenamiento_s,tiempo_inferencia_s,n_inferencia,latencia_ms_por_flujo,flujos_por_segundo,precision_dos,recall_dos,f1_dos,soporte_dos,precision_probe,recall_probe,f1_probe,soporte_probe,precision_r2l,recall_r2l,f1_r2l,soporte_r2l,precision_u2r,recall_u2r,f1_u2r,soporte_u2r,semilla,commit,fecha
RandomForest,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,class_weight,"{'max_depth': 10, 'n_estimators': 100}",0.975391,0.958274,0.829516,0.825173,0.820494,0.959061,9083,9.77,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,9.442,0.033,9083,0.00361,277032.2,0.999825,0.997213,0.998517,5741,0.762233,1.0,0.865076,1106,0.989339,0.84402,0.91092,2199,0.566667,0.459459,0.507463,37,4,df30cb2,2026-08-12T23:01:54
KNN,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__n_neighbors': 5, 'clf__weights': 'distance'}",0.937693,0.960366,0.756275,0.901164,0.778618,0.964975,9083,53.73,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,51.608,1.748,9083,0.192469,5195.6,0.991321,0.994774,0.993045,5741,0.874802,0.998192,0.932432,1106,0.995236,0.854934,0.919765,2199,0.163743,0.756757,0.269231,37,4,df30cb2,2026-08-12T23:01:54
HistGradientBoosting,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__learning_rate': 0.05, 'clf__max_iter': 100}",0.966669,0.921392,0.769585,0.815231,0.774022,0.923898,9083,67.42,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,67.013,0.056,9083,0.006186,161652.6,0.999474,0.993033,0.996243,5741,0.621835,0.999096,0.766563,1106,0.990366,0.701228,0.821086,2199,0.466667,0.567568,0.512195,37,4,df30cb2,2026-08-12T23:01:54
DecisionTree,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,class_weight,"{'max_depth': 20, 'min_samples_leaf': 1}",0.967619,0.90785,0.753876,0.770245,0.74454,0.916141,9083,2.94,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,2.661,0.003,9083,0.000334,2996700.8,0.995664,0.919875,0.95627,5741,0.583953,0.993671,0.735609,1106,0.991444,0.843111,0.91128,2199,0.444444,0.324324,0.375,37,4,df30cb2,2026-08-12T23:09:42
RandomForest,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,class_weight,"{'max_depth': 10, 'n_estimators': 100}",0.978052,0.949246,0.822136,0.885157,0.843537,0.951168,9083,11.44,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,11.119,0.034,9083,0.00369,271030.8,1.0,0.990071,0.995011,5741,0.719584,1.0,0.836928,1106,0.99449,0.820828,0.899352,2199,0.574468,0.72973,0.642857,37,4,df30cb2,2026-08-12T23:09:42
KNN,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,SMOTE,"{'clf__n_neighbors': 5, 'clf__weights': 'distance'}",0.941761,0.958274,0.753742,0.900449,0.765823,0.966428,9083,82.97,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,80.275,2.387,9083,0.262853,3804.4,0.991638,0.991465,0.991551,5741,0.914735,0.999096,0.955056,1106,0.995233,0.854479,0.919501,2199,0.11336,0.756757,0.197183,37,4,df30cb2,2026-08-12T23:09:42
HistGradientBoosting,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,SMOTE,"{'clf__learning_rate': 0.05, 'clf__max_iter': 300}",0.967606,0.946493,0.76156,0.842485,0.786619,0.948787,9083,134.79,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,134.363,0.083,9083,0.009157,109205.2,0.999472,0.989723,0.994574,5741,0.72175,0.999096,0.838074,1106,0.991685,0.813552,0.89383,2199,0.333333,0.567568,0.42,37,4,df30cb2,2026-08-12T23:09:42
DecisionTree,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 5}",0.95861,0.870417,0.744343,0.713676,0.69015,0.881749,9083,17.59,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,17.315,0.002,9083,0.000237,4210550.7,0.998881,0.932764,0.964691,5741,0.491541,0.998192,0.658711,1106,0.986951,0.653479,0.78632,2199,0.5,0.27027,0.350877,37,5,df30cb2,2026-08-12T23:15:08
RandomForest,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,class_weight,"{'max_depth': None, 'n_estimators': 100}",0.982122,0.938456,0.816515,0.811352,0.800968,0.939999,9083,9.76,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,9.428,0.043,9083,0.004734,211234.0,0.999825,0.997213,0.998517,5741,0.676867,1.0,0.807299,1106,0.989368,0.76171,0.86074,2199,0.6,0.486486,0.537313,37,5,df30cb2,2026-08-12T23:15:09
KNN,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__n_neighbors': 3, 'clf__weights': 'uniform'}",0.944311,0.955191,0.746853,0.896214,0.767152,0.960541,9083,50.78,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,48.773,1.65,9083,0.181603,5506.5,0.992177,0.994078,0.993126,5741,0.851966,0.999096,0.919684,1106,0.995122,0.834925,0.908012,2199,0.148148,0.756757,0.247788,37,5,df30cb2,2026-08-12T23:15:09
HistGradientBoosting,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__learning_rate': 0.1, 'clf__max_iter': 100}",0.970767,0.95376,0.809211,0.875648,0.832702,0.955396,9083,69.48,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,69.142,0.03,9083,0.003335,299890.7,0.999649,0.991987,0.995803,5741,0.742608,0.999096,0.851966,1106,0.994589,0.835834,0.908327,2199,0.5,0.675676,0.574713,37,5,df30cb2,2026-08-12T23:15:09
DecisionTree,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,SMOTE,"{'clf__max_depth': 20, 'clf__min_samples_leaf': 1}",0.958581,0.874711,0.647459,0.722669,0.64172,0.893025,9083,24.54,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,24.262,0.003,9083,0.000352,2841990.0,0.99811,0.920049,0.957491,5741,0.568841,0.993671,0.723502,1106,0.987921,0.706685,0.823966,2199,0.034965,0.27027,0.06192,37,5,df30cb2,2026-08-12T23:23:40
RandomForest,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,class_weight,"{'max_depth': None, 'n_estimators': 100}",0.982029,0.912254,0.807725,0.778353,0.767392,0.914404,9083,11.2,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,10.874,0.033,9083,0.003594,278223.6,0.999825,0.995471,0.997643,5741,0.590181,1.0,0.742282,1106,0.987048,0.658481,0.789962,2199,0.653846,0.459459,0.539683,37,5,df30cb2,2026-08-12T23:23:40
KNN,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,SMOTE,"{'clf__n_neighbors': 5, 'clf__weights': 'uniform'}",0.948643,0.948475,0.73785,0.890471,0.750759,0.956424,9083,81.25,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,78.306,2.59,9083,0.285182,3506.5,0.99198,0.991117,0.991548,5741,0.851966,0.999096,0.919684,1106,0.995003,0.814916,0.896,2199,0.11245,0.756757,0.195804,37,5,df30cb2,2026-08-12T23:23:41
HistGradientBoosting,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,SMOTE,"{'clf__learning_rate': 0.05, 'clf__max_iter': 300}",0.967494,0.951888,0.754057,0.835148,0.779677,0.954209,9083,155.8,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,155.428,0.052,9083,0.005769,173327.5,0.999472,0.988504,0.993957,5741,0.75051,0.998192,0.85681,1106,0.990885,0.840382,0.909449,2199,0.275362,0.513514,0.358491,37,5,df30cb2,2026-08-12T23:23:41
