algoritmo,alcance,set_features,sin_seleccion,n_features,config_ganadora,n_iter_ganador,n_iter_total_grid,auc_val,umbral,roc_auc,pr_auc,precision,recall,f1,accuracy,fpr,tn,fp,fn,tp,tiempo_s,tiempo_score_seleccion_s,tiempo_score_umbral_s,alcance_tiempo_s,tiempo_entrenamiento_s,tiempo_inferencia_s,n_inferencia,latencia_ms_por_flujo,flujos_por_segundo,semilla,commit,fecha
IsolationForest,binario normal-vs-ataque (2 clases) sobre D2 completo,54,False,54,"{'n_estimators': 200, 'max_samples': 1.0}",,,0.991093,0.434173,0.924773,0.924826,0.908556,0.769578,0.833312,0.824743,0.102358,8717,994,2957,9876,4.51,1.124,0.15,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,2.785,0.244,22544,0.010823,92400.0,6,df30cb2,2026-08-12T23:26:01
OneClassSVM,binario normal-vs-ataque (2 clases) sobre D2 completo,54,False,54,"{'nu': 0.1, 'gamma': 'scale'}",,,0.970459,20.106371,0.830177,0.886373,0.914416,0.686044,0.783937,0.784732,0.084852,8887,824,4029,8804,25.73,10.851,1.619,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,10.308,2.768,22544,0.122762,8145.9,6,df30cb2,2026-08-12T23:26:01
LocalOutlierFactor,binario normal-vs-ataque (2 clases) sobre D2 completo,54,False,54,{'n_neighbors': 20},,,0.946396,2.159353,0.818988,0.748965,0.811972,0.539079,0.647965,0.666563,0.164968,8109,1602,5915,6918,15.7,3.306,0.785,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,10.41,0.98,22544,0.043487,22995.3,6,df30cb2,2026-08-12T23:26:01
Autoencoder,binario normal-vs-ataque (2 clases) sobre D2 completo,54,False,54,"{'hidden_layer_sizes': (64, 32, 64)}",93.0,140.0,0.990208,3.7e-05,0.932796,0.930095,0.918607,0.799423,0.854881,0.845502,0.093605,8802,909,2574,10259,29.88,0.036,0.019,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,29.645,0.028,22544,0.001222,818160.4,6,df30cb2,2026-08-12T23:26:01
IsolationForest,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,"{'n_estimators': 200, 'max_samples': 1.0}",,,0.988983,0.400339,0.949318,0.95504,0.91434,0.752747,0.825712,0.819109,0.093193,8806,905,3173,9660,4.45,1.034,0.131,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,2.874,0.221,22544,0.00981,101941.0,6,df30cb2,2026-08-12T23:32:13
OneClassSVM,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,"{'nu': 0.05, 'gamma': 'scale'}",,,0.976256,0.269467,0.88814,0.925071,0.918851,0.710278,0.801213,0.79937,0.082896,8906,805,3718,9115,38.18,12.844,0.959,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,22.593,1.596,22544,0.070785,14127.2,6,df30cb2,2026-08-12T23:32:13
LocalOutlierFactor,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,{'n_neighbors': 35},,,0.946867,2.366178,0.82184,0.748395,0.832003,0.593158,0.692567,0.700231,0.158274,8174,1537,5221,7612,25.41,5.564,1.478,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,16.296,1.837,22544,0.081499,12270.1,6,df30cb2,2026-08-12T23:32:13
Autoencoder,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,"{'hidden_layer_sizes': (32, 16, 32)}",80.0,145.0,0.983171,0.003309,0.945781,0.953592,0.916155,0.767163,0.835065,0.827493,0.092781,8810,901,2988,9845,39.86,0.051,0.019,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,39.607,0.031,22544,0.001368,731117.2,6,df30cb2,2026-08-12T23:32:13
IsolationForest,binario normal-vs-ataque (2 clases) sobre D2 completo,54,False,54,"{'n_estimators': 100, 'max_samples': 1.0}",,,0.991377,0.432045,0.933216,0.940936,0.912542,0.782981,0.842812,0.833747,0.099166,8748,963,2785,10048,4.41,1.153,0.073,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,2.872,0.119,22544,0.005274,189603.6,7,df30cb2,2026-08-12T23:41:07
OneClassSVM,binario normal-vs-ataque (2 clases) sobre D2 completo,54,False,54,"{'nu': 0.1, 'gamma': 'scale'}",,,0.971445,18.980714,0.834832,0.888719,0.914713,0.686979,0.784656,0.785353,0.084646,8889,822,4017,8816,25.36,10.691,1.589,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,10.246,2.66,22544,0.117983,8475.8,7,df30cb2,2026-08-12T23:41:07
LocalOutlierFactor,binario normal-vs-ataque (2 clases) sobre D2 completo,54,False,54,{'n_neighbors': 20},,,0.941238,2.33621,0.820504,0.748418,0.796372,0.468713,0.590111,0.629347,0.158377,8173,1538,6818,6015,15.61,3.312,0.784,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,10.3,0.994,22544,0.04407,22691.0,7,df30cb2,2026-08-12T23:41:07
